Date,Open,High,Low,Close,Adj Close,Volume
2008-09-01,125.000000,138.699997,109.000000,122.900002,112.798592,86408060
2008-10-01,124.010002,130.500000,86.500000,102.364998,93.951385,81996620
2008-11-01,107.500000,117.099998,80.000000,92.040001,84.475029,82124400
2008-12-01,93.010002,108.339996,84.500000,99.760002,91.560524,72492040
2009-01-01,100.724998,112.400002,86.500000,92.459999,84.860512,60227290
2009-02-01,91.699997,95.699997,83.510002,88.485001,81.212227,37053180
2009-03-01,86.699997,101.400002,77.400002,96.785004,88.830048,111992570
2009-04-01,97.800003,113.800003,95.199997,110.070000,101.023094,46075820
2009-05-01,110.070000,149.800003,110.070000,144.235001,132.380035,177047300
2009-06-01,145.500000,158.000000,135.279999,149.175003,136.913971,28640870
2009-07-01,149.899994,154.880005,133.300003,149.960007,138.524979,39362880
2009-08-01,150.399994,152.500000,135.330002,146.934998,135.730652,25185140
2009-09-01,147.699997,165.300003,142.000000,164.225006,151.702194,19752140
2009-10-01,164.199997,173.729996,158.000000,162.130005,149.766937,15789800
2009-11-01,162.130005,180.779999,158.199997,177.255005,163.738617,18458910
2009-12-01,175.100006,183.600006,164.210007,170.039993,157.073792,17760500
2010-01-01,170.039993,179.470001,155.225006,163.085007,150.649139,24839060
2010-02-01,161.500000,173.300003,155.000000,170.464996,157.466370,23952270
2010-03-01,170.464996,198.600006,170.464996,193.250000,178.513962,17825550
2010-04-01,193.899994,200.990005,189.330002,199.160004,183.973297,13471090
2010-05-01,199.000000,199.500000,178.500000,188.539993,174.163086,14262410
2010-06-01,188.000000,200.899994,182.500000,191.464996,176.865051,18412070
2010-07-01,191.000000,213.399994,189.660004,212.744995,197.783417,16273230
2010-08-01,212.744995,224.050003,204.899994,213.244995,198.248260,11581570
2010-09-01,214.000000,250.389999,212.199997,248.080002,230.633453,19497780
2010-10-01,248.199997,251.800003,223.809998,227.809998,211.788971,13813570
2010-11-01,230.000000,241.800003,225.809998,228.919998,212.820923,8447950
2010-12-01,229.800003,242.100006,214.869995,234.649994,218.147903,13967100
2011-01-01,236.899994,239.884995,199.699997,204.285004,189.918396,23007170
2011-02-01,205.979996,224.500000,198.000000,204.970001,190.555191,17814080
2011-03-01,206.199997,239.000000,206.000000,234.294998,217.817917,17749330
2011-04-01,234.610001,244.000000,227.500000,229.250000,213.127686,15257600
2011-05-01,230.000000,240.000000,221.000000,238.830002,222.033966,20668880
2011-06-01,238.410004,251.500000,227.000000,250.259995,232.660156,8805020
2011-07-01,252.699997,303.524994,240.875000,243.699997,228.136948,12181140
2011-08-01,245.375000,247.824997,217.750000,236.100006,221.022293,9720288
2011-09-01,236.100006,248.699997,219.399994,233.625000,218.705353,14393042
2011-10-01,232.500000,248.449997,218.500000,244.524994,228.909225,10044354
2011-11-01,242.500000,246.199997,205.625000,220.725006,206.629181,10935898
2011-12-01,228.000000,235.024994,200.225006,213.524994,199.888962,10169124
2012-01-01,215.899994,250.524994,209.675003,245.449997,229.775192,6763882
2012-02-01,245.524994,270.000000,240.899994,258.899994,242.366241,10266992
2012-03-01,256.524994,266.500000,246.600006,260.024994,243.419388,8483494
2012-04-01,259.100006,278.850006,257.850006,270.274994,253.014816,4476142
2012-05-01,270.274994,278.475006,241.149994,252.975006,236.819656,5839266
2012-06-01,254.024994,282.500000,242.550003,281.750000,263.757019,6042858
2012-07-01,282.500000,296.774994,280.125000,293.924988,277.327820,5824262
2012-08-01,292.575012,304.850006,288.649994,297.524994,280.724579,8927572
2012-09-01,297.500000,319.625000,291.774994,314.350006,296.599457,6668172
2012-10-01,315.000000,322.450012,302.250000,317.274994,299.359344,6012914
2012-11-01,318.000000,352.500000,314.000000,351.825012,331.958405,6256180
2012-12-01,350.000000,350.000000,335.000000,339.399994,320.234985,6531244
2013-01-01,341.475006,345.000000,320.649994,321.700012,303.534485,6397250
2013-02-01,322.500000,340.375000,309.000000,312.799988,295.137054,6602238
2013-03-01,313.000000,329.750000,301.000000,312.049988,294.429352,8699746
2013-04-01,314.875000,352.000000,306.225006,341.075012,321.815399,8520616
2013-05-01,341.075012,363.500000,334.174988,350.225006,330.448730,6236720
2013-06-01,350.450012,350.500000,310.000000,334.250000,315.375793,6613928
2013-07-01,335.000000,348.450012,302.549988,304.850006,290.035431,6677888
2013-08-01,309.000000,318.899994,264.000000,296.899994,282.471771,14489586
2013-09-01,298.000000,344.950012,279.200012,296.850006,282.424194,13746536
2013-10-01,298.500000,344.000000,294.475006,339.725006,323.215607,8358038
2013-11-01,339.725006,344.000000,314.524994,330.600006,314.534058,5696154
2013-12-01,330.500000,357.399994,325.000000,332.875000,316.698547,10518144
2014-01-01,333.375000,342.500000,312.600006,314.450012,299.168976,10185498
2014-02-01,316.250000,341.075012,309.000000,333.750000,317.531006,4873074
2014-03-01,333.000000,380.250000,330.575012,374.424988,356.229401,10740502
2014-04-01,376.500000,377.000000,353.750000,359.125000,341.672882,6441232
2014-05-01,359.125000,426.174988,356.100006,397.049988,377.754883,8306342
2014-06-01,397.500000,428.000000,397.500000,410.674988,390.717773,6919304
2014-07-01,412.600006,430.500000,404.274994,416.825012,399.923828,10465808
2014-08-01,414.500000,426.500000,396.000000,421.475006,404.385315,5236318
2014-09-01,423.000000,440.000000,419.500000,435.750000,418.081482,11189728
2014-10-01,434.125000,457.075012,427.000000,456.100006,437.606354,8520594
2014-11-01,456.000000,482.725006,446.674988,478.700012,459.289978,7266672
2014-12-01,478.575012,486.924988,458.225006,476.000000,456.699432,5962368
2015-01-01,476.000000,549.849976,466.000000,538.000000,516.185425,10331032
2015-02-01,534.000000,546.575012,515.275024,527.099976,505.727509,6605974
2015-03-01,541.000000,552.500000,501.274994,511.424988,490.688019,8467250
2015-04-01,513.000000,529.000000,489.674988,494.600006,474.545227,4212654
2015-05-01,494.600006,527.250000,472.350006,525.549988,504.240265,4624640
2015-06-01,525.625000,536.049988,495.125000,533.724976,512.083862,4266276
2015-07-01,531.500000,563.950012,527.525024,555.599976,533.071838,6654718
2015-08-01,555.599976,558.950012,503.524994,514.075012,496.940125,3451576
2015-09-01,513.724976,537.000000,488.799988,534.450012,516.636047,3339196
2015-10-01,535.000000,562.224976,530.099976,548.525024,530.241821,6273096
2015-11-01,548.525024,548.950012,520.250000,537.974976,520.043518,2039378
2015-12-01,536.500000,545.450012,520.000000,541.375000,523.330139,2125520
2016-01-01,542.450012,545.000000,504.174988,524.474976,506.993469,4697326
2016-02-01,527.500000,533.474976,464.399994,486.274994,470.066772,4422650
2016-03-01,490.000000,539.349976,486.250000,535.599976,517.747681,8305090
2016-04-01,533.000000,568.000000,521.500000,566.724976,547.835144,3547508
2016-05-01,565.000000,597.400024,555.025024,590.674988,570.986938,3063080
2016-06-01,590.500000,596.150024,572.125000,587.950012,568.352783,5467652
2016-07-01,589.450012,625.000000,580.500000,623.275024,607.441650,5117860
2016-08-01,623.275024,647.349976,607.974976,645.375000,628.980164,4741286
2016-09-01,645.375000,659.099976,632.750000,635.849976,619.697144,4267518
2016-10-01,637.775024,649.950012,612.500000,630.000000,613.995789,2767394
2016-11-01,626.849976,644.000000,579.650024,599.799988,584.562988,6178108
2016-12-01,604.900024,605.075012,582.500000,602.099976,586.804565,3742818
2017-01-01,602.500000,650.000000,590.875000,643.474976,627.128479,16223524
2017-02-01,644.000000,725.000000,640.275024,694.599976,676.954712,14420040
2017-03-01,698.000000,739.000000,684.625000,721.150024,702.830261,15266784
2017-04-01,722.500000,786.150024,712.500000,771.075012,751.487061,6049258
2017-05-01,771.075012,824.000000,762.174988,816.674988,795.928589,3578184
2017-06-01,815.000000,857.799988,811.500000,826.125000,805.138550,2965644
2017-07-01,826.500000,898.924988,823.000000,891.674988,874.799377,4560358
2017-08-01,892.000000,905.000000,866.400024,887.500000,870.703369,2221140
2017-09-01,880.500000,934.000000,870.000000,901.525024,884.462952,3135572
2017-10-01,901.525024,938.474976,842.500000,904.400024,887.283508,3816894
2017-11-01,905.000000,937.500000,895.650024,926.025024,908.499268,6406234
2017-12-01,927.500000,952.500000,900.000000,936.775024,919.045898,11375768
2018-01-01,936.500000,1005.950012,916.474976,1003.174988,984.189026,5876520
2018-02-01,1003.500000,1007.000000,918.500000,941.900024,924.073792,2808536
2018-03-01,937.500000,955.150024,915.000000,945.724976,927.826355,4055748
2018-04-01,946.000000,992.000000,940.125000,972.299988,953.898438,2911824
2018-05-01,972.299988,1075.000000,972.299988,1068.074951,1047.860840,4745822
2018-06-01,1062.000000,1085.025024,1004.875000,1054.025024,1040.686279,4985242
2018-07-01,1043.125000,1109.525024,1032.500000,1090.525024,1076.724365,3028330
2018-08-01,1089.500000,1089.500000,1027.500000,1031.125000,1018.076172,3503374
2018-09-01,1033.500000,1040.000000,956.900024,1002.825012,990.134277,4295824
2018-10-01,1007.500000,1026.000000,942.200012,955.924988,943.827820,12430648
2018-11-01,962.500000,1068.750000,948.400024,1058.574951,1045.178833,9939604
2018-12-01,1061.125000,1079.074951,1016.075012,1061.224976,1047.795166,4253296
2019-01-01,1061.500000,1086.500000,1011.500000,1040.574951,1027.406494,11166344
2019-02-01,1041.000000,1077.175049,1038.025024,1041.074951,1027.900269,3745996
2019-03-01,1042.000000,1163.500000,1035.125000,1158.250000,1143.592407,6275928
2019-04-01,1162.500000,1166.175049,1118.500000,1157.750000,1143.098877,10487592
2019-05-01,1157.750000,1231.974976,1135.699951,1212.449951,1197.106445,5480060
2019-06-01,1217.250000,1247.000000,1201.699951,1223.199951,1207.720337,4404538
2019-07-01,1225.550049,1251.449951,1111.550049,1125.900024,1118.558105,8272334
2019-08-01,1116.500000,1144.000000,1069.750000,1114.449951,1107.182617,8574456
2019-09-01,1114.449951,1285.000000,1084.400024,1227.349976,1222.060059,8620961
2019-10-01,1234.000000,1263.900024,1181.000000,1229.949951,1224.648804,6089766
2019-11-01,1240.000000,1287.550049,1228.199951,1274.250000,1268.757935,4441618
2019-12-01,1275.000000,1304.099976,1213.150024,1271.800049,1266.318481,3151695
2020-01-01,1275.000000,1303.800049,1211.500000,1225.699951,1220.417114,17275972
2020-02-01,1199.099976,1263.800049,1170.099976,1177.599976,1172.524414,6800220
2020-03-01,1195.000000,1200.050049,738.900024,862.000000,858.284729,29660043
2020-04-01,869.900024,1018.900024,810.000000,1001.750000,997.432373,16827174
2020-05-01,1001.750000,1001.750000,826.000000,951.250000,947.150024,19576107
2020-06-01,970.000000,1082.000000,928.000000,1065.699951,1061.106689,18633917
2020-07-01,1065.699951,1157.849976,1020.599976,1032.650024,1028.199219,15615887
2020-08-01,1030.000000,1148.000000,994.000000,1115.199951,1110.393311,12671378
2020-09-01,1122.000000,1145.750000,1025.150024,1079.199951,1074.548462,7964655
2020-10-01,1085.000000,1250.500000,1085.000000,1183.449951,1178.349243,10715104
2020-11-01,1195.000000,1464.000000,1177.250000,1440.699951,1434.490479,9850360
2020-12-01,1440.000000,1448.849976,1345.449951,1436.750000,1430.557495,8821398
2021-01-01,1438.000000,1511.000000,1342.000000,1390.800049,1384.805542,7724431
2021-02-01,1400.000000,1650.000000,1400.000000,1534.349976,1527.736816,8602204
2021-03-01,1568.300049,1595.699951,1450.099976,1493.550049,1487.112793,7216172
2021-04-01,1502.000000,1503.449951,1353.099976,1412.199951,1406.113281,6740055
2021-05-01,1399.000000,1520.650024,1377.550049,1516.400024,1509.864258,6608154
2021-06-01,1517.199951,1526.349976,1451.000000,1498.050049,1491.593384,4416797
2021-07-01,1501.599976,1545.099976,1404.150024,1425.800049,1425.800049,4797455
2021-08-01,1437.800049,1583.000000,1413.400024,1581.500000,1581.500000,5016079
2021-09-01,1580.000000,1597.500000,1575.000000,1578.500000,1578.500000,154842
